진료년도,시도,행위코드,환자수,명세서건수,의료행위총사용량,의료행위청구금액
2024,인천,G4101,7175,7740,8034,53209814
2024,인천,G4102,122363,134941,136349,1282103364
2024,인천,G4103,8475,9959,9972,108929680
2024,인천,G4104,107175,116931,117163,1489512484
2024,인천,G4105,52636,57163,57215,796274878
2024,인천,G4201,1648,1704,1714,11688320
2024,인천,G4202,3391,3672,3675,34865470
2024,인천,G4203,18,22,23,242840
2024,인천,G4204,92,102,102,1263060
2024,인천,G4205,75,75,75,1034380
2024,인천,G4301,4963,5421,5438,35694220
2024,인천,G4302,65579,74351,75127,698602180
2024,인천,G4303,383,414,417,4621040
2024,인천,G4304,3742,3988,4039,50696770
2024,인천,G4305,377,388,390,5398580
2024,인천,G4401,2120,2166,2200,14085153
2024,인천,G4402,25007,31861,34184,312277354
2024,인천,G4403,62,89,102,1105300
2024,인천,G4404,3123,3908,3997,48396110
2024,인천,G4405,4604,5131,5160,66794830
2024,인천,G4501,6304,8875,9518,61798960
2024,인천,G4502,158858,194264,200223,1870506501
2024,인천,G4503,2243,2367,2369,25637580
2024,인천,G4504,163626,187821,188529,2394136215
2024,인천,G4505,89895,102197,102324,1411628912
2024,인천,G4601,1789,1860,2051,11973704
2024,인천,G4602,32735,36161,37400,343857670
2024,인천,G4603,256,259,264,3010890
2024,인천,G4604,23002,25751,26393,323209226
2024,인천,G4605,12415,13222,13321,180489110
2024,인천,G4701,1828,1967,2024,13238130
2024,인천,G4702,17556,21333,21939,205722090
2024,인천,G4703,388,468,469,4911100
2024,인천,G4704,644,771,779,9913850
2024,인천,G4705,42,59,61,882060
2024,인천,G4901,2101,2439,2471,16908420
2024,인천,G4902,45732,56324,56764,517100535
2024,인천,G4903,1179,1711,1713,18455560
2024,인천,G4904,2876,3751,3751,47549770
2024,인천,G4905,7311,7769,7778,103400120
2024,인천,G5001,1224,1285,1291,8538060
2024,인천,G5002,1059,1085,1087,9504830
2024,인천,G5003,83,83,89,969220
2024,인천,G5004,2,2,2,25180
2024,인천,G5005,1,1,1,14200
2024,인천,G5101,210364,243445,244950,1626467024
2024,인천,G5102,17367,18496,18915,177175930
2024,인천,G5103,22710,26695,27214,299928206
2024,인천,G5104,1921,2148,2169,26205702
2024,인천,G5105,5170,5812,6165,84633561
2024,인천,G5201,20472,23645,35235,224760611
2024,인천,G5202,33398,40534,49657,450854383
2024,인천,G5203,11157,13998,17636,181384882
2024,인천,G5204,4819,5425,5706,68689038
2024,인천,G5205,1029,1190,1225,16097810
2024,인천,G5501,860,1005,5092,77990470
2024,인천,G5601,13435,17608,19382,111844644
2024,인천,G5602,6629,8042,12891,101543108
2024,인천,G5603,8019,10827,11283,100315430
2024,인천,G5604,714,759,918,10052700
2024,인천,G5605,626,631,631,8129140
2024,인천,G6101,443,461,552,3281250
2024,인천,G6102,11706,13927,18567,155696400
2024,인천,G6103,298,348,401,3749720
2024,인천,G6104,5023,6677,8456,94998440
2024,인천,G6105,211,229,232,3040920
2024,인천,G6201,1622,2092,2203,12387394
2024,인천,G6202,39511,46123,58408,491918673
2024,인천,G6203,5978,6671,8169,81613560
2024,인천,G6204,52208,68077,91231,1030905003
2024,인천,G6205,2288,2382,2689,34675990
2024,인천,G6301,696,746,1320,7533431
2024,인천,G6302,6626,7695,10573,87676390
2024,인천,G6303,95,134,158,1544310
2024,인천,G6304,2995,4584,5901,64961480
2024,인천,G6305,48,48,49,638580
2024,인천,G6401,4438,5120,6480,38132284
2024,인천,G6402,36588,46733,57041,481943244
2024,인천,G6403,15533,18571,23880,234429880
2024,인천,G6404,61205,96075,123000,1384507555
2024,인천,G6405,5578,6024,7271,91811230
2024,인천,G6501,18655,25899,30613,176731270
2024,인천,G6502,43481,51290,64725,548750200
2024,인천,G6503,51727,65895,84512,835810780
2024,인천,G6504,62756,89239,114284,1290162852
2024,인천,G6505,3835,4054,4123,53813720
2024,인천,G6601,3254,3901,4595,27420462
2024,인천,G6602,5100,5956,6951,59504880
2024,인천,G6603,1314,1452,2182,21912990
2024,인천,G6604,5488,6827,9088,104837130
2024,인천,G6605,118,123,124,1619620
2024,인천,G7101,3543,3990,5215,29775339
2024,인천,G7102,12388,14811,20159,165210417
2024,인천,G7103,1428,1517,1589,15020598
2024,인천,G7104,5364,6859,10020,109458514
2024,인천,G7105,347,362,406,5046750
2024,인천,G7201,31606,36276,45941,264831120
2024,인천,G7202,112342,145184,222107,1865059094
2024,인천,G7203,95689,117837,157527,1543121244
2024,인천,G7204,88563,116871,143060,1598111612
2024,인천,G7205,52872,65071,74553,936547459
2024,인천,G7301,3831,4850,5103,29348120
2024,인천,G7302,17657,19936,26960,225310001
2024,인천,G7303,1667,1755,1926,18697480
2024,인천,G7304,10495,13624,19206,214323776
2024,인천,G7305,792,849,882,11173570
2024,인천,G7401,12126,13300,16439,95300105
2024,인천,G7402,41665,50469,63515,536320963
2024,인천,G7403,82844,110507,146517,1439581537
2024,인천,G7404,49227,70356,89972,1020718283
2024,인천,G7405,19179,22115,25562,327296933
2024,인천,G7501,10487,12267,17246,100933087
2024,인천,G7502,52846,66060,83637,703948615
2024,인천,G7503,71229,97346,124596,1217827525
2024,인천,G7504,60721,92708,120027,1362436323
2024,인천,G7505,13192,14443,16476,210592697
2024,인천,G7601,37251,50214,52072,313677684
2024,인천,G7602,87,98,126,1017360
2024,인천,G7603,17446,24294,24828,251267644
2024,인천,G7604,1502,1522,1523,18404050
2024,인천,G7605,8,8,8,120460
2024,인천,G7701,56035,65310,96939,577709470
2024,인천,G7702,5263,5875,7211,61639520
2024,인천,G7703,100,107,128,1273050
2024,인천,G7704,1075,1252,1495,17291330
2024,인천,G7705,23,24,41,532430
2024,인천,G7801,1156,1328,1589,9607460
2024,인천,G7802,1105,1316,1661,14224820
2024,인천,G7803,2941,3661,4240,42787530
2024,인천,G7804,129,133,143,1643570
2024,인천,G7805,55,69,73,951190
2024,인천,G7901,4892,6452,10634,60161740
2024,인천,G7902,7185,9743,13687,115089011
2024,인천,G7903,693,876,932,8934690
2024,인천,G7904,739,847,957,10939560
2024,인천,G7905,106,234,395,4915270
2024,인천,G8101,4594,5474,7251,42744664
2024,인천,G8102,32148,42421,53065,450053920
2024,인천,G8103,8488,10989,12095,120360690
2024,인천,G8104,31296,44408,53966,614848250
2024,인천,G8105,1956,2146,2162,28226510
2024,인천,G8201,2735,3655,4609,27547010
2024,인천,G8202,11996,18181,21698,181565650
2024,인천,G8203,6786,9248,11280,111207250
2024,인천,G8204,13252,21708,25009,286877465
2024,인천,G8205,1269,1488,1499,19629340
2024,인천,G9101,475213,937818,1402929,6325275817
2024,인천,G9102,23452,28787,32085,226176834
2024,인천,G9103,1985,2131,2290,22914940
2024,인천,G9104,383,411,430,4874050
2024,인천,G9105,110,130,134,1737990
2024,인천,G9501,25136,30067,53924,288791440
2024,인천,G9502,156,158,204,1489200
2024,인천,G9503,16,16,20,194800
2024,인천,G9504,2,2,2,24340
2024,인천,G9601,25,25,29,158340
2024,인천,G9701,962419,1188094,1189008,17047675942
2024,인천,G9702,7994,10547,10615,142872446
2024,인천,G9703,5787,6648,6702,81005040
2024,인천,G9761,21953,23202,23226,376606620
2024,인천,G9762,362,367,367,5658700
2024,인천,G9763,184,186,186,2103420
2024,인천,G9801,2039,2055,2056,23121250
2024,인천,G9901,59,59,59,1233700
2024,인천,GB011,154479,268882,594803,921509008
2024,인천,GB012,76042,113567,195402,453333130
2024,인천,GB013,26619,36843,55409,171764960
2024,인천,GB014,27124,37391,46563,180199281
2024,인천,GB015,15036,18266,21922,101903780
2024,인천,GB021,250148,372725,677652,792866556
2024,인천,GB022,152792,218494,314114,549707115
2024,인천,GB023,65151,89358,122612,285688159
2024,인천,GB024,73675,115722,163787,478264412
2024,인천,GB025,47346,56753,70775,247710285
2024,인천,GB031,129779,181405,255287,209411412
2024,인천,GB032,83576,121537,169026,210343398
2024,인천,GB033,77013,115709,172338,284393376
2024,인천,GB034,110058,184889,260394,536438286
2024,인천,GB035,82333,103382,120650,298009179
2024,인천,GB041,30757,40643,50385,47360300
2024,인천,GB042,21456,27933,34336,48756410
2024,인천,GB043,21669,28885,36575,69126760
2024,인천,GB044,36892,49870,62170,146720890
2024,인천,GB045,4262,4697,7626,21581580
2024,인천,HA010,717,745,768,35491080
2024,인천,HA011,29,29,29,1771320
2024,인천,HA012,28,28,28,1722560
2024,인천,HA021,9,9,9,399830
2024,인천,HA022,28,28,28,1400920
2024,인천,HA023,7,7,9,705950
2024,인천,HA031,75,80,80,4969600
2024,인천,HA032,46,50,50,3268100
2024,인천,HA033,24,25,25,1537500
2024,인천,HA040,244,268,281,10289050
2024,인천,HA081,8,8,8,430380
2024,인천,HA082,49,52,40,14596830
2024,인천,HA083,156,156,158,6550310
2024,인천,HA102,609,921,924,137687130
2024,인천,HA103,62,62,64,10269560
2024,인천,HA104,50,50,56,5041130
2024,인천,HA107,28,29,29,3714530
2024,인천,HA108,1,1,1,43770
2024,인천,HA131,4755,6451,6453,484019930
2024,인천,HA132,1019,1150,960,89423180
2024,인천,HA133,175,211,146,18655310
2024,인천,HA134,35,41,42,7773355
2024,인천,HA135,446,562,562,44420480
2024,인천,HA141,343,354,366,14936260
2024,인천,HA142,72,74,78,3439510
2024,인천,HA144,115,117,117,6350930
2024,인천,HA151,150,164,173,7161740
2024,인천,HA161,1874,1883,1883,136848020
2024,인천,HA171,2,2,2,164580
2024,인천,HA172,2,2,2,274680
2024,인천,HA181,38482,41844,76295,1605429616
2024,인천,HA182,4628,6076,7397,240198740
2024,인천,HA280,48251,61556,68047,6788766082
2024,인천,HA340,2,2,2,118300
2024,인천,HA360,712,832,1005,36251535
2024,인천,HA401,1370,1392,1400,134045390
2024,인천,HA402,417,470,476,64169990
2024,인천,HA404,2,2,2,101570
2024,인천,HA405,6431,6910,6949,623294480
2024,인천,HA406,479,495,496,66839500
2024,인천,HA408,105,109,109,8316710
2024,인천,HA409,3278,3381,3382,303732500
2024,인천,HA410,31,32,32,4570550
2024,인천,HA413,3130,3192,3221,296552100
2024,인천,HA414,235,242,245,33028140
2024,인천,HA416,81,82,82,6196080
2024,인천,HA424,34368,44845,46034,4296610003
2024,인천,HA425,7958,9621,9818,928633595
2024,인천,HA434,58741,67011,70168,6518125333
2024,인천,HA435,21630,25213,26559,2174617931
2024,인천,HA441,537,583,598,38854590
2024,인천,HA443,192,271,273,21719230
2024,인천,HA444,1903,2506,2514,173439760
2024,인천,HA445,1027,1101,1110,77112490
2024,인천,HA446,131,133,135,10051720
2024,인천,HA447,21,23,23,1572000
2024,인천,HA448,157,162,212,15058450
2024,인천,HA449,26,29,29,2298790
2024,인천,HA451,61075,69165,78239,6009183849
2024,인천,HA453,993,1074,1089,84351480
2024,인천,HA456,31407,35189,36739,3727169191
2024,인천,HA457,10714,11756,12234,1180472625
2024,인천,HA458,14707,16629,17937,1718852123
2024,인천,HA459,1254,1299,1372,147898930
2024,인천,HA461,859,882,907,107785080
2024,인천,HA463,9751,11481,11623,1580925980
2024,인천,HA464,48466,68769,69668,9543104782
2024,인천,HA465,88009,105783,108351,15092081558
2024,인천,HA466,79,82,88,13002390
2024,인천,HA467,114,116,116,16098620
2024,인천,HA468,255,271,272,38193810
2024,인천,HA469,6,6,6,1045440
2024,인천,HA471,1,2,2,
2024,인천,HA496,78587,86475,86529,4769679560
2024,인천,HA497,9018,10082,10332,724945180
2024,인천,HA501,2,2,2,320020
2024,인천,HA502,326,333,333,53641370
2024,인천,HA504,10,10,10,1661460
2024,인천,HA505,147,148,149,24455520
2024,인천,HA506,4,4,6,640040
2024,인천,HA507,25,25,25,3723800
2024,인천,HA508,60,60,60,9449010
2024,인천,HA511,1466,1538,1651,219092750
2024,인천,HA513,221,222,221,33829160
2024,인천,HA514,1510,1632,1672,257643405
2024,인천,HA515,57900,73685,74979,11532735071
2024,인천,HA516,513,541,572,94613060
2024,인천,HA517,506,551,573,88349610
2024,인천,HA518,674,704,762,117452200
2024,인천,HA519,97,99,105,19301520
2024,인천,HA521,4520,4975,5785,723461730
2024,인천,HA523,346,384,429,55930710
2024,인천,HA524,4836,5490,6113,811909604
2024,인천,HA525,7226,8032,9132,1205467877
2024,인천,HA526,2692,2763,2853,458291760
2024,인천,HA527,9787,10338,11002,1626504848
2024,인천,HA528,9468,10040,10640,1567028506
2024,인천,HA529,271,273,288,50048380
2024,인천,HA531,12576,13014,14037,1792336680
2024,인천,HA533,12333,12635,12694,1958435418
2024,인천,HA534,14369,14927,15203,2358063008
2024,인천,HA535,2004,2146,2205,340706730
2024,인천,HA537,167,171,177,27045300
2024,인천,HA538,4334,4845,5062,752958926
2024,인천,HA539,1,1,1,183940
2024,인천,HA546,1,1,1,150200
2024,인천,HA547,5,5,5,770450
2024,인천,HA548,40,40,42,6303660
2024,인천,HA554,289,290,290,45653650
2024,인천,HA591,367,410,420,67466010
2024,인천,HA592,2589,2741,2769,422660020
2024,인천,HA601,1987,2049,1925,439766480
2024,인천,HA602,261,286,294,69252843
2024,인천,HA603,289,303,298,76649050
2024,인천,HA604,2341,2600,2886,1336826435
2024,인천,HA605,687,700,705,375561300
2024,인천,HA606,1,1,1,435040
2024,인천,HA613,35,36,36,10140120
2024,인천,HA614,99,101,104,33899755
2024,인천,HA615,170,177,170,46113628
2024,인천,HA616,88,97,103,27333935
2024,인천,HA617,134,142,173,59580385
2024,인천,HA618,548,556,556,123675450
2024,인천,HA619,106,114,126,40435060
2024,인천,HA621,141,144,145,29680655
2024,인천,HA622,561,799,779,162157130
2024,인천,HA623,32,37,39,10222585
2024,인천,HA624,262,271,265,66083030
2024,인천,HA625,38,38,39,8654680
2024,인천,HA626,52,53,54,12597570
2024,인천,HA627,57,59,61,15436470
2024,인천,HA628,277,287,283,71447825
2024,인천,HA629,32,32,29,6686435
2024,인천,HA630,106,110,114,27199985
2024,인천,HA631,2,2,2,601170
2024,인천,HA632,21,21,26,7649200
2024,인천,HA633,207,224,214,57089060
2024,인천,HA634,137,143,152,35968943
2024,인천,HA635,142,146,175,50040115
2024,인천,HA636,53,54,57,15525185
2024,인천,HA641,11,15,16,3648800
2024,인천,HA642,5,5,5,1286683
2024,인천,HA643,877,1644,959,337451670
2024,인천,HA651,445,514,549,125066965
2024,인천,HA652,362,409,438,101235135
2024,인천,HA670,9968,12243,14136,5818696888
2024,인천,HA680,83,98,107,51598930
2024,인천,HA681,44,45,62,9625350
2024,인천,HA691,7,7,7,2427900
2024,인천,HA692,3,3,3,1447650
2024,인천,HA693,1,1,1,798460
2024,인천,HA694,2,2,2,1394550
2024,인천,HA701,2,2,1,430342
2024,인천,HA703,9,10,8,2583133
2024,인천,HA706,1,1,1,479500
2024,인천,HA711,166,207,176,47496035
2024,인천,HA712,71,77,60,21784805
2024,인천,HA713,3,3,2,580920
2024,인천,HA721,136,154,158,29345555
2024,인천,HA722,15,16,16,3485520
2024,인천,HA723,2,2,2,387280
2024,인천,HA724,88,89,88,19461580
2024,인천,HA725,31,32,34,8534050
2024,인천,HA726,88,89,89,19668360
2024,인천,HA727,62,63,62,14379915
2024,인천,HA728,21,21,34,16349880
2024,인천,HA729,29,30,34,7481920
2024,인천,HA731,207,231,262,88244240
2024,인천,HA732,2,2,2,385820
2024,인천,HA741,39,41,49,9479320
2024,인천,HA742,11,11,12,2477260
2024,인천,HA743,1,1,2,576690
2024,인천,HA762,4,4,5,1570800
2024,인천,HA763,3,4,4,3967310
2024,인천,HA770,139,141,154,26085360
2024,인천,HA835,1,1,1,13380
2024,인천,HA858,1,1,1,13120
2024,인천,HB011,148951,235589,360394,1675823565
2024,인천,HB021,202883,263505,346223,1197079290
2024,인천,HB031,59643,70461,83611,206561800
2024,인천,HB041,30851,32896,35386,100136984
2024,인천,HC020,8,8,8,1323280
2024,인천,HC050,262,263,263,48295870
2024,인천,HC061,1074,1079,1079,52945990
2024,인천,HC071,270,276,276,31547130
2024,인천,HC073,1,1,1,224220
2024,인천,HC074,14,14,14,2207940
2024,인천,HC112,2,2,2,172300
2024,인천,HC120,104,106,108,19528358
2024,인천,HC121,33,35,36,1266840
2024,인천,HC141,5,5,5,671350
2024,인천,HC152,1,1,1,140510
2024,인천,HC153,11,11,11,3751040
2024,인천,HC161,25,26,26,6362840
2024,인천,HC163,13,14,14,1581580
2024,인천,HC170,10,10,10,1702680
2024,인천,HC181,21,21,21,3649040
2024,인천,HC182,590,633,633,58609470
2024,인천,HC183,1,1,1,107880
2024,인천,HC184,305,322,322,33809110
2024,인천,HC191,16606,22621,22621,2326994010
2024,인천,HC192,156,160,160,20405870
2024,인천,HC230,1137,1147,1147,279970898
2024,인천,HC273,17,18,18,2771630
2024,인천,HC275,20,20,20,2147800
2024,인천,HC276,4,5,5,606150
2024,인천,HC281,29,29,29,4712210
2024,인천,HC291,1627,1643,1643,292785240
2024,인천,HC292,737,774,775,119295750
2024,인천,HC293,31,31,31,3410620
2024,인천,HC295,741,765,766,97029330
2024,인천,HC296,312,325,325,55631790
2024,인천,HC298,491,493,494,95416100
2024,인천,HC299,4,4,4,432120
2024,인천,HC301,1,1,1,144240
2024,인천,HC302,7,7,7,1088640
2024,인천,HC305,2,2,2,238510
2024,인천,HC312,117,123,123,25308330
2024,인천,HC314,5,5,5,226150
2024,인천,HC341,1968,1982,1982,81628020
2024,인천,HC342,134279,139726,139751,6838742758
2024,인천,HC343,1115,1117,1117,43897139
2024,인천,HC344,4656,4734,4734,132041440
2024,인천,HC345,1,1,1,18290
2024,인천,HC346,2,2,2,83300
2024,인천,HD018,314,350,382,116848973
2024,인천,HD019,375,421,447,665765900
2024,인천,HD031,1951,2461,2537,181560584
2024,인천,HD032,67,81,82,20636612
2024,인천,HD033,3259,4152,4204,485908700
2024,인천,HD041,2870,3008,3102,4736341794
2024,인천,HD071,446,457,458,35385916
2024,인천,HD074,499,522,522,88676316
2024,인천,HD075,46,46,46,8083120
2024,인천,HD076,11,11,11,2154680
2024,인천,HD094,1,1,1,396072
2024,인천,HD103,19,19,24,2424175
2024,인천,HD104,588,593,609,47161569
2024,인천,HD106,1,1,1,7276487
2024,인천,HD110,11,32,38,34858915
2024,인천,HD111,215,858,1055,1014632593
2024,인천,HD112,8,9,10,33728729
2024,인천,HD115,153,167,168,824270779
2024,인천,HD123,1,2,14,11717304
2024,인천,HD141,1342,29222,32048,13945420699
2024,인천,HD142,4,89,93,53521033
2024,인천,HD143,1685,25551,27227,15541990546
2024,인천,HD144,120,850,958,677415011
2024,인천,HD418,469,475,476,92567525
2024,인천,HD419,2,2,2,1933334
2024,인천,HD421,1,1,1,428950
2024,인천,HD441,453,504,526,467992915
2024,인천,HD451,451,2374,2427,147803764
2024,인천,HD453,169,747,807,63940287
2024,인천,HD454,1,5,5,488235
2024,인천,HD461,194,1937,2132,509950896
2024,인천,HD463,578,2601,3884,1214156307
2024,인천,HD464,16,44,88,34048755
2024,인천,HE115,894,957,1311,319393620
2024,인천,HE116,341,350,423,106348140
2024,인천,HE117,573,586,747,191700390
2024,인천,HE118,327,345,423,104141530
2024,인천,HE119,157,182,312,63326350
2024,인천,HE120,4657,4864,5299,1365655638
2024,인천,HE121,1055,1083,1287,331166240
