진료년도,시도,행위코드,환자수,명세서건수,의료행위총사용량,의료행위청구금액
2024,인천,E6561,14,14,14,1503418
2024,인천,E6563,1697,1709,1709,372615141
2024,인천,E6564,692,698,705,247763942
2024,인천,E6571,1,1,1,4610
2024,인천,E6572,903,1120,1224,8986539
2024,인천,E6582,79,80,80,4954500
2024,인천,E6593,98,144,144,5806885
2024,인천,E6600,1784,15774,15797,398170340
2024,인천,E6604,1064,7852,7862,139570416
2024,인천,E6611,9929,12660,12689,214745106
2024,인천,E6612,9068,19901,20226,467190915
2024,인천,E6613,6629,13133,13432,156292048
2024,인천,E6614,2269,2402,2463,18077694
2024,인천,E6640,3,3,3,18900
2024,인천,E6641,937,1339,1381,30027576
2024,인천,E6642,374,560,575,7757464
2024,인천,E6660,206663,438512,777079,4199793721
2024,인천,E6670,141370,181099,348731,2197790193
2024,인천,E6671,3227,3804,7463,98871915
2024,인천,E6672,225650,378655,514915,4072942048
2024,인천,E6673,77600,103866,201933,2280697251
2024,인천,E6674,241781,397467,747976,7694004901
2024,인천,E6675,54164,95506,178749,1744228397
2024,인천,E6681,1142,1164,2049,74606973
2024,인천,E6682,2555,2603,4998,454749074
2024,인천,E6683,21215,35007,61688,2191257463
2024,인천,E6685,11712,12782,12795,885452480
2024,인천,E6686,2457,3237,3237,228273077
2024,인천,E6687,5,5,5,353038
2024,인천,E6690,346,353,701,9601898
2024,인천,E6691,42396,55982,107701,1925327496
2024,인천,E6695,1583,2345,2347,30379747
2024,인천,E6710,427311,750810,751798,10992829616
2024,인천,E6720,9859,10509,10513,203089781
2024,인천,E6730,764,786,786,18910068
2024,인천,E6740,1,1,12,228360
2024,인천,E6751,47039,122405,124087,579557707
2024,인천,E6752,462397,1002913,1004007,3244421200
2024,인천,E6755,66,75,83,1303728
2024,인천,E6760,2174,2250,2250,38156884
2024,인천,E6770,777,820,823,10300025
2024,인천,E6781,28234,40819,40896,638734755
2024,인천,E6782,1095,1329,1335,20155900
2024,인천,E6783,91,99,99,1556118
2024,인천,E6784,22143,35562,35572,632760679
2024,인천,E6801,4466,5440,5509,93166378
2024,인천,E6802,2097,2272,2273,63730911
2024,인천,E6810,781156,1818724,1822024,5865857743
2024,인천,E6820,12842,17832,17873,257055140
2024,인천,E6831,132991,239652,241557,1365593269
2024,인천,E6832,12603,18965,18981,138146878
2024,인천,E6836,46,57,113,2335202
2024,인천,E6840,10398,26074,26077,77698391
2024,인천,E6850,1197,1741,1748,12605162
2024,인천,E6870,238540,374505,375102,1948967100
2024,인천,E6880,18,18,18,238878
2024,인천,E6899,59284,91659,91786,768110987
2024,인천,E6980,67,71,71,866454
2024,인천,E6990,3,4,4,19400
2024,인천,E7011,2949,4616,4930,156720801
2024,인천,E7012,2807,4361,4601,36947140
2024,인천,E7020,481,481,481,44294518
2024,인천,E7030,53,54,54,6259680
2024,인천,E7031,42,45,45,5216400
2024,인천,E7041,63,66,66,5731968
2024,인천,E7050,41873,48922,49122,544609162
2024,인천,E7070,22,32,387,8374990
2024,인천,E7090,1,2,2,420953
2024,인천,E7100,78,83,104,3134150
2024,인천,E7110,34,34,34,4136780
2024,인천,E7113,264,306,307,1765424
2024,인천,E7116,1,1,1,3586
2024,인천,E7119,2191,2387,2387,557104562
2024,인천,E7120,3,3,3,474513
2024,인천,E7122,15,16,25,5264700
2024,인천,E7123,34615,40687,41020,1254447866
2024,인천,E7124,4,4,4,72960
2024,인천,E7125,37,37,37,681244
2024,인천,E7126,31,32,32,220157
2024,인천,E7128,743,751,759,71645590
2024,인천,E7130,45,48,1174,5778525
2024,인천,E7151,3729,3751,149380,513500850
2024,인천,E7152,711,721,8699,40246875
2024,인천,E7162,245,248,248,6616640
2024,인천,E7163,1,1,1,28336
2024,인천,E7170,3183,7504,7511,34800071
2024,인천,E7180,18,18,18,55755
2024,인천,E7190,618,627,627,17469932
2024,인천,E7200,4570,5117,19919,338977983
2024,인천,E7202,25,25,33,1305663
2024,인천,E7221,419,422,424,108595712
2024,인천,E7222,218,221,426,10900512
2024,인천,E7223,165,169,288,6326419
2024,인천,E7225,2,2,2,54694
2024,인천,E7226,258,272,335,6959709
2024,인천,E7227,169,180,509,29929116
2024,인천,E7230,267139,396185,1751862,17235840461
2024,인천,E7232,1,1,1,9971
2024,인천,E7233,255,267,181,2232599
2024,인천,E7234,368,382,381,5588301
2024,인천,E7240,139,188,1306,10379866
2024,인천,E7245,208,216,790,65256687
2024,인천,E7246,19,20,29,991674
2024,인천,E7247,363,368,370,386531534
2024,인천,E7248,53,54,54,14656857
2024,인천,E7249,1,1,1,116622
2024,인천,E7250,126,128,128,22678037
2024,인천,E7259,205,207,207,74166246
2024,인천,E7261,4,4,4,53728
2024,인천,E7281,4809,4964,4965,284013225
2024,인천,E7282,15071,17273,17293,480678271
2024,인천,E7300,788,1095,1107,7260234
2024,인천,E7301,4503,4644,4644,81548984
2024,인천,E7310,74,111,111,1229405
2024,인천,E7325,11825,15443,15468,875682841
2024,인천,E7326,6172,11189,20441,1194236410
2024,인천,E7330,2548,3358,3912,25018599
2024,인천,E7341,35,35,35,2108276
2024,인천,E7344,1,1,1,62436
2024,인천,E7351,779,789,789,6412203
2024,인천,E7370,3596,3609,3609,35400505
2024,인천,E7381,782,784,785,40317835
2024,인천,E7382,1389,1393,1393,129753200
2024,인천,E7383,998,998,1000,113016439
2024,인천,E7384,534,534,534,70709944
2024,인천,E7385,648,648,649,107673123
2024,인천,E7386,456,457,457,91374902
2024,인천,E7387,121,121,121,9137274
2024,인천,E7388,92,92,92,13863944
2024,인천,E7393,1,1,1,117700
2024,인천,E7431,282,298,298,10798626
2024,인천,E7432,456,457,457,9605875
2024,인천,E7434,3,3,3,93216
2024,인천,E7441,192,258,271,24109360
2024,인천,E7500,1050,1109,1189,194049716
2024,인천,E7530,3648,4187,4187,77772565
2024,인천,E7540,345013,634100,627916,9502015427
2024,인천,E7550,95852,155259,156006,2591608051
2024,인천,E7560,13167,22544,22643,479321949
2024,인천,E7581,138541,211958,212786,5997687862
2024,인천,E7582,1061,1497,1554,73999970
2024,인천,E7583,16,16,16,944160
2024,인천,E7586,1198,1367,1367,24911422
2024,인천,E7590,2918,3143,3724,600939998
2024,인천,E7591,547,590,628,36699278
2024,인천,E7592,4,4,4,353280
2024,인천,E7593,73,124,170,9406730
2024,인천,E7596,158,243,308,30525848
2024,인천,E7600,34,35,65,35485861
2024,인천,E7605,4,4,6,4066217
2024,인천,E7611,108820,116398,172236,8035221153
2024,인천,E7621,642,807,920,132486094
2024,인천,E7631,2,3,4,541154
2024,인천,E7640,13,15,15,7725765
2024,인천,E7651,28,36,28,12748347
2024,인천,E7652,3,3,3,1546119
2024,인천,E7660,96100,97187,117593,8354689597
2024,인천,E7670,28320,32228,32239,1041028648
2024,인천,E7680,3939,4345,5743,216653371
2024,인천,E7690,27,29,31,5240131
2024,인천,E7710,462,475,475,43581498
2024,인천,E7721,2003,2674,2689,58128211
2024,인천,E7722,256,288,288,9332763
2024,인천,E7730,8467,10623,10914,2058130541
2024,인천,E7740,91,94,106,45263019
2024,인천,E7741,66,66,72,39415419
2024,인천,E7750,28,28,28,2512488
2024,인천,E7770,381,472,667,60170292
2024,인천,E7800,1565,1626,2781,104790985
2024,인천,E7801,23054,24532,41536,1894058726
2024,인천,E7810,13728,14963,27433,189878292
2024,인천,E7900,22,28,68,2055889
2024,인천,E7980,2297,2879,5646,174828543
2024,인천,E9000,5123,5873,5879,16153494
2024,인천,E9010,127300,341964,907291,1579803268
2024,인천,E9011,4845,12591,39747,96621069
2024,인천,E9020,187494,385941,816053,1642778779
2024,인천,E9030,47,47,47,1393550
2024,인천,E9040,28649,30455,30457,1279919423
2024,인천,E9050,1132,1194,1194,4296358
2024,인천,E9452,1,1,1,19590
2024,인천,E9471,1,1,1,26860
2024,인천,EA001,586,646,609,32707631
2024,인천,EA002,10706,12349,10565,801688005
2024,인천,EA003,129351,131147,130824,14475561282
2024,인천,EA004,9679,10799,11328,1831255546
2024,인천,EA010,230079,249277,288846,4388444604
2024,인천,EB401,24782,36215,36997,481104834
2024,인천,EB402,41726,80803,83049,2130728225
2024,인천,EB411,7815,8834,8924,700237755
2024,인천,EB412,36,44,46,3392890
2024,인천,EB413,1,1,1,65800
2024,인천,EB414,14676,17640,17696,1363419785
2024,인천,EB415,4910,6249,4276,357564145
2024,인천,EB416,394,408,407,27851130
2024,인천,EB421,101798,114952,114899,12606771044
2024,인천,EB422,4137,4695,4700,335954285
2024,인천,EB423,5866,7471,7473,1059177295
2024,인천,EB424,6681,7024,7024,554348150
2024,인천,EB430,1436,1732,1775,148226080
2024,인천,EB431,2783,3093,3396,316465848
2024,인천,EB432,33610,35904,37087,5523283520
2024,인천,EB433,54448,59214,61065,12519771949
2024,인천,EB434,158,158,158,64377660
2024,인천,EB435,145,145,145,56165750
2024,인천,EB436,28,32,32,9684800
2024,인천,EB441,177983,186068,186330,19658867936
2024,인천,EB442,3349,4193,4214,605524552
2024,인천,EB443,3464,3542,3171,304955960
2024,인천,EB444,2472,2624,2212,227878457
2024,인천,EB445,1576,1695,1688,110329385
2024,인천,EB446,116,118,118,13336140
2024,인천,EB447,6270,6546,6547,635904160
2024,인천,EB448,26340,28439,23645,2007840997
2024,인천,EB449,13673,13995,9711,725842708
2024,인천,EB450,9129,9903,8672,585349895
2024,인천,EB451,33182,34255,34251,3497153609
2024,인천,EB452,624,626,568,31271520
2024,인천,EB453,108,114,114,9380315
2024,인천,EB454,5954,6630,6654,555442175
2024,인천,EB455,218224,278816,278789,24296586972
2024,인천,EB456,446,454,454,51569190
2024,인천,EB457,25636,32601,32617,4153583645
2024,인천,EB458,2595,2761,2767,660623360
2024,인천,EB461,391,430,484,25982470
2024,인천,EB462,95,100,105,5510525
2024,인천,EB463,89,99,112,6375610
2024,인천,EB464,286,345,398,22931950
2024,인천,EB465,83,85,104,10565061
2024,인천,EB466,290,313,356,25629710
2024,인천,EB467,313,353,426,32085690
2024,인천,EB468,152,167,188,12981070
2024,인천,EB469,276,277,278,32667420
2024,인천,EB470,491,542,568,29179900
2024,인천,EB471,933,1513,1515,99104980
2024,인천,EB481,865,879,1364,128092380
2024,인천,EB482,5478,5526,5563,523600118
2024,인천,EB483,432,433,349,15766140
2024,인천,EB484,83,89,92,6272400
2024,인천,EB485,135,145,145,9854870
2024,인천,EB486,1266,2449,2463,93649230
2024,인천,EB487,442,449,490,54382925
2024,인천,EB488,412,438,452,49767365
2024,인천,EB489,675,911,947,131712000
2024,인천,EB490,474,479,484,32088260
2024,인천,EB501,852,1023,1497,231042240
2024,인천,EB502,100,102,102,16625710
2024,인천,EB511,21120,63686,65287,4523121694
2024,인천,EB512,1450,1595,1609,77702670
2024,인천,EB513,14156,14600,14845,1909003585
2024,인천,EB514,45,45,48,7964330
2024,인천,EB515,20917,83324,87816,8415510265
2024,인천,EB516,3961,6150,6191,773203375
2024,인천,EB517,14171,14671,14889,3262291505
2024,인천,EB518,116,116,118,30701760
2024,인천,EB521,4377,4913,5900,115228010
2024,인천,EB522,435,443,467,18185700
2024,인천,EB523,892,901,904,90612800
2024,인천,EB561,2976,3555,4242,174500275
2024,인천,EB562,19626,21403,21551,1915007330
2024,인천,EB563,3,3,3,313630
2024,인천,EB564,59,63,63,15668730
2024,인천,EB610,13,15,15,1243200
2024,인천,EB611,810,854,861,331846620
2024,인천,EB612,248,252,257,106413960
2024,인천,EX773,9734,24460,24811,589886104
2024,인천,EX776,9,13,13,399490
2024,인천,EX780,7505,20919,21249,494001284
2024,인천,EX793,137,155,155,9375950
2024,인천,EX794,79,80,80,2156932
2024,인천,EX795,8,8,16,800000
2024,인천,EX798,1849,2135,2136,181636087
2024,인천,EX831,58,71,71,1057994
2024,인천,EX871,3894,4442,22953,986815859
2024,인천,EX873,977,980,991,230230912
2024,인천,EX874,11350,13327,55629,2862989700
2024,인천,EX892,66,78,78,1074840
2024,인천,EX931,23,23,23,589850
2024,인천,EX932,20,20,20,252200
2024,인천,EX933,1057,1124,1124,21359988
2024,인천,EX961,4630,8094,8133,503837428
2024,인천,EY521,20962,29452,29659,1464092664
2024,인천,EY522,26718,42967,44053,2219657111
2024,인천,EY761,4,5,5,145740
2024,인천,EY762,365,473,486,12715928
2024,인천,EY763,4,4,4,110760
2024,인천,EY771,2,2,2,14532
2024,인천,EY772,7214,15928,16152,300708255
2024,인천,EY773,4074,6220,6379,123518700
2024,인천,EY774,1822,1871,1874,37908649
2024,인천,EY781,1287,1538,1544,38120239
2024,인천,EY782,4,4,4,95216
2024,인천,EY791,4,4,4,17480
2024,인천,EY792,37776,57651,57634,251211996
2024,인천,EY799,27,45,45,196248
2024,인천,EY851,221,223,223,1835335
2024,인천,EY852,10,10,10,85300
2024,인천,EY853,8,8,14,93120
2024,인천,EY854,13,13,62,588938
2024,인천,EZ752,77,77,78,37068801
2024,인천,EZ754,63337,107506,126781,1166123341
2024,인천,EZ775,5,5,5,400000
2024,인천,EZ776,44,46,52,530000
2024,인천,EZ777,69,121,163,38760000
2024,인천,EZ791,57159,75356,135358,3002628765
2024,인천,EZ794,62,62,121,3586051
2024,인천,EZ795,1079,1097,1972,114808957
2024,인천,EZ796,173178,293740,538596,19417143291
2024,인천,EZ799,4,4,8,340000
2024,인천,EZ829,21,21,21,1680000
2024,인천,EZ851,56,56,56,952504
2024,인천,EZ868,115,119,126,6095000
2024,인천,EZ873,1,1,1,27347
2024,인천,EZ919,4,4,4,40000
2024,인천,EZ937,147,148,149,46341055
2024,인천,EZ981,1,1,1,70000
2024,인천,EZ985,100,105,107,4332580
2024,인천,EZ992,3,3,3,900000
2024,인천,EZ994,11,11,11,2220000
2024,인천,F0341,554,601,601,13632270
2024,인천,F0342,4322,4477,4479,71991977
2024,인천,F0343,703,745,745,18912437
2024,인천,F0344,4310,4462,4464,80003986
2024,인천,F0911,20,21,21,492660
2024,인천,F0913,1651,1839,1839,41766901
2024,인천,F0951,492,531,535,6551794
2024,인천,F0952,11,12,13,541771
2024,인천,F0953,4,4,5,211199
2024,인천,F0954,7,7,7,110285
2024,인천,F0956,10,12,12,627460
2024,인천,F6001,13435,14357,14922,218880536
2024,인천,F6002,71842,83848,84890,2175849413
2024,인천,F6006,7172,9017,9025,438949957
2024,인천,F6008,1117,1557,1558,46912410
2024,인천,F6009,647,775,775,17103475
2024,인천,F6010,12122,14740,14759,562772679
2024,인천,F6012,291,355,356,26353720
2024,인천,F6013,1711,2241,2248,10356116
2024,인천,F6021,2,2,2,24100
2024,인천,F6022,7659,8614,8614,233687900
2024,인천,F6030,2613,4700,4702,39683770
2024,인천,F6040,5879,6503,18109,308746528
2024,인천,F6100,27345,32866,36088,560485054
2024,인천,F6101,53075,64222,65348,1950288872
2024,인천,F6103,3,3,5,27456
2024,인천,F6104,10,10,10,157550
2024,인천,F6105,1170,1297,4719,52914768
2024,인천,F6111,7578,8488,8941,535510502
2024,인천,F6112,8153,9082,9579,565602341
2024,인천,F6113,12789,14844,15147,742313052
2024,인천,F6114,428,443,481,25134021
2024,인천,F6115,1,1,1,49232
2024,인천,F6116,6,6,6,428703
2024,인천,F6121,15391,16662,17564,780058015
2024,인천,F6122,15258,16464,17363,771856499
2024,인천,F6123,15692,17062,17935,790681873
2024,인천,F6124,15552,16848,17713,781694331
2024,인천,F6125,4,7,7,377757
2024,인천,F6126,4168,4338,4361,164258820
2024,인천,F6131,399,414,417,22266816
2024,인천,F6132,1,1,1,93973
2024,인천,F6133,2681,2776,2794,78547674
2024,인천,F6134,4126,4289,4312,230037151
2024,인천,F6141,9968,12206,12211,1235092935
2024,인천,F6142,58,58,58,8164722
2024,인천,F6143,10,10,10,2667562
2024,인천,F6144,101,103,103,3028509
2024,인천,F6149,41,45,79,26505447
2024,인천,F6151,138,214,271,182520064
2024,인천,F6181,1204,1319,1478,73004500
2024,인천,F6182,1276,1399,1421,69352635
2024,인천,F6183,10,10,10,438887
2024,인천,F6186,575,666,692,52494576
2024,인천,F6187,617,708,734,56051780
2024,인천,F6188,39,41,43,3269292
2024,인천,F6190,197,215,1296,26044847
2024,인천,F6201,6273,6365,6367,271492857
2024,인천,F6202,498,500,500,12074778
2024,인천,F6203,5209,5612,5613,94104205
2024,인천,F6211,1392,1408,1402,31854568
2024,인천,F6212,13589,14152,14614,253878925
2024,인천,F6213,5507,5556,5558,207151331
2024,인천,F6214,4482,4520,4522,167675812
2024,인천,F6215,7223,7383,7386,177714656
2024,인천,F6216,49908,68055,69376,1200769463
2024,인천,F6217,2333,2379,2393,42847529
2024,인천,F6221,32479,50074,50722,1263234731
2024,인천,F6222,19361,22315,22589,614012966
2024,인천,F6230,2217,2246,2249,43627068
2024,인천,F6231,7624,7887,7975,254926700
2024,인천,F6232,1941,1964,1964,63488010
2024,인천,F6240,6460,6543,6551,153130232
2024,인천,F6290,6526,8776,8789,4818680380
2024,인천,F6300,46994,59964,60275,1519717518
2024,인천,F6301,443,525,525,13524000
2024,인천,F6310,18674,24586,24932,326383968
2024,인천,F6321,30365,47106,47754,1067722624
2024,인천,F6322,27371,43429,44069,1022418858
2024,인천,F6323,23559,37191,37732,665724299
2024,인천,F6324,252,334,335,12828766
2024,인천,F6325,2087,2431,2432,47933660
2024,인천,F6330,2406,2501,2511,160350408
2024,인천,F6331,21858,26154,26232,1144687512
2024,인천,F6332,21489,26047,26136,1476476659
2024,인천,F6333,20342,23977,24009,864690255
2024,인천,F6334,127,129,129,5682123
2024,인천,F6335,6157,6281,6284,382404571
2024,인천,F6336,5940,6397,6398,260975529
2024,인천,F6337,12250,12730,12731,421702861
2024,인천,F6338,15638,16888,16892,775785801
2024,인천,F6339,13023,13689,13694,702617625
2024,인천,F6340,9543,11703,11786,176858628
2024,인천,F6341,77217,105478,105836,2406700952
2024,인천,F6344,22,23,23,353280
2024,인천,F6346,16596,20119,20260,394940314
2024,인천,F6350,280,328,328,8049120
2024,인천,F6361,70917,85783,85902,1145168423
2024,인천,F6362,28352,32811,32835,485958783
2024,인천,F6363,1291,1488,1488,18748800
2024,인천,F6370,18,20,20,539772
2024,인천,F6381,1808,1872,1872,36942199
2024,인천,F6382,31229,34934,35000,1080005624
2024,인천,F6383,6143,6470,6482,173189343
2024,인천,F6390,2581,2621,2621,190063736
2024,인천,F6400,1232,1250,1250,177215570
2024,인천,F6410,58,58,58,8164474
2024,인천,F6440,859,863,863,14895380
2024,인천,F6810,429,436,447,23824554
2024,인천,F6860,1184,1192,1193,16455160
2024,인천,F6911,41,44,44,2686754
2024,인천,F6912,254,256,257,5895667
2024,인천,F6913,44,44,44,984456
2024,인천,F6914,29,29,29,1461339
2024,인천,F6915,163,165,165,3160261
2024,인천,F6918,10,10,10,232096
2024,인천,F6923,11,11,12,802847
2024,인천,F6931,389,401,403,10632907
2024,인천,F6932,205,205,205,5438700
2024,인천,F6934,1,1,1,35190
2024,인천,F6952,2,2,2,90673
2024,인천,F6953,22,23,23,992548
2024,인천,F6954,1338,1497,1550,37327983
2024,인천,F6955,31,33,33,561387
2024,인천,F6962,90,102,102,3291864
2024,인천,F6963,174,369,372,6963952
2024,인천,F6971,5841,9081,9086,144929187
2024,인천,F7340,2658,2705,2705,212208828
2024,인천,FA111,105,110,110,12635104
2024,인천,FA112,73,75,75,8647545
2024,인천,FA113,146,150,154,17018184
2024,인천,FA114,46,51,51,5407479
2024,인천,FA141,12020,13056,13182,1866138483
2024,인천,FA142,1171,1280,1873,516150965
2024,인천,FA144,6773,7247,7497,719384460
2024,인천,FA145,4613,5044,5262,1403277649
2024,인천,FA147,71,80,80,14122960
2024,인천,FA148,498,513,513,158667309
2024,인천,FA181,1768,2038,2044,160706484
2024,인천,FA182,3,3,3,240437
2024,인천,FA183,4063,4122,4182,233752385
2024,인천,FA184,1,1,1,53480
2024,인천,FB001,5166,5228,5238,1445371991
2024,인천,FB002,1778,1804,1825,214194600
2024,인천,FB003,2683,2725,2727,363435407
2024,인천,FB004,222,222,222,14649190
2024,인천,FB005,101,102,102,13695206
2024,인천,FB011,3183,3674,3720,92732534
2024,인천,FB012,615,709,709,30453463
2024,인천,FB013,927,958,958,71275744
2024,인천,FB021,4070,4771,4949,123216878
2024,인천,FB022,2516,2565,2572,158065315
2024,인천,FB030,6416,6658,9769,256960697
2024,인천,FB040,1562,1731,1797,81139450
2024,인천,FB050,383,385,389,25037055
2024,인천,FB060,231,253,256,18859236
2024,인천,FX661,2216,3222,3245,9942197
2024,인천,FX663,797,954,963,13236690
2024,인천,FX702,5144,5186,5187,99126429
2024,인천,FX703,7,7,7,161630
2024,인천,FX704,210,255,260,5463616
2024,인천,FX705,21,21,27,9057285
2024,인천,FX731,3337,3460,3463,158555124
2024,인천,FX732,6,6,6,587231
2024,인천,FX811,1,1,1,19870
2024,인천,FY331,19,50,50,11972100
2024,인천,FY332,3,3,3,718326
2024,인천,FY333,67,69,69,8953860
2024,인천,FY681,19,19,50,7156199
2024,인천,FY682,553,563,1762,334731603
2024,인천,FY683,1939,1967,1972,36427680
2024,인천,FY684,1322,1347,1351,25351687
2024,인천,FY685,14419,15593,15672,378052619
2024,인천,FY686,11920,12949,13078,362387297
2024,인천,FY687,10567,11582,12087,237445473
2024,인천,FY688,11134,11620,12342,240120797
2024,인천,FY701,11,11,11,
2024,인천,FY704,4,5,5,67650
2024,인천,FY706,5,5,5,56810
2024,인천,FY711,3,3,3,28546
2024,인천,FY712,3,4,4,55760
2024,인천,FY719,4,4,4,40160
2024,인천,FY734,2,2,2,23560
2024,인천,FY740,10,10,10,188400
2024,인천,FY741,2,2,2,23020
2024,인천,FY747,8,8,8,93120
2024,인천,FY751,29737,49603,56066,292816375
2024,인천,FY752,81372,171397,411661,5022198899
2024,인천,FY753,66216,303516,446280,7747886198
2024,인천,FY754,4727,5991,7515,189063729
2024,인천,FY755,3161,4878,4889,164556556
2024,인천,FY756,2456,2550,2606,124060888
2024,인천,FY841,140,140,140,5443988
2024,인천,FY842,413,542,542,15396856
2024,인천,FY849,2526,3252,3254,121664380
2024,인천,FY861,5,5,5,298680
2024,인천,FY862,11217,12296,12390,349544730
2024,인천,FY883,34,34,34,1387200
2024,인천,FY891,123,123,123,4840000
2024,인천,FY892,139,139,139,5260000
2024,인천,FY894,143,143,143,4150000
2024,인천,FZ044,60,60,60,
2024,인천,FZ111,4,4,4,240000
2024,인천,FZ113,4,4,4,160000
2024,인천,FZ671,22,22,22,1693800
2024,인천,FZ672,47,47,47,2585000
2024,인천,FZ685,112,116,123,4802800
2024,인천,FZ686,7,7,12,888582
2024,인천,FZ688,42,56,58,2994020
2024,인천,FZ689,724,1078,1081,114780000
2024,인천,FZ690,5,5,5,550800
2024,인천,FZ694,38,40,40,2000000
2024,인천,FZ695,1537,1649,1650,317938666
2024,인천,FZ702,330,344,344,148920300
2024,인천,FZ713,119,119,119,3570000
2024,인천,FZ714,5,6,6,1445000
2024,인천,FZ731,44,107,149,38760000
2024,인천,FZ733,1,1,6,263050
2024,인천,FZ734,3204,3276,3335,222421376
2024,인천,FZ735,658,1012,1021,24181570
2024,인천,FZ736,2824,12493,12975,622603492
2024,인천,G0001,1647,2090,2099,100631316
2024,인천,G0011,85,85,85,
2024,인천,G0031,55,63,86,11180
2024,인천,G0400,18718,20256,20727,423209320
2024,인천,G0430,1691,1872,2065,47831895
2024,인천,G0440,3810,4387,5368,230244419
2024,인천,G0501,175,187,215,1106430
2024,인천,G0502,294,313,322,2403370
2024,인천,G0503,609,615,618,5354410
2024,인천,G0504,51,51,51,514860
2024,인천,G0505,51,51,51,580520
2024,인천,G1001,696,781,943,4874010
2024,인천,G1002,3642,4432,4526,32415730
2024,인천,G1003,1268,1352,1363,11674990
2024,인천,G1004,43,45,45,449900
2024,인천,G1005,52,52,52,595660
2024,인천,G1101,5595,6505,6767,33808960
2024,인천,G1102,8855,9016,9049,65949890
2024,인천,G1103,2493,2647,2676,22171580
2024,인천,G1104,19872,21408,21785,206533760
2024,인천,G1105,2169,2401,2401,25567150
2024,인천,G1201,70940,86569,88197,453338660
2024,인천,G1202,17392,20553,20607,151373698
2024,인천,G1203,24138,27486,27641,234311780
2024,인천,G1204,370,379,383,3696490
2024,인천,G1205,3,3,3,33520
2024,인천,G1301,88,88,90,449140
2024,인천,G1302,161,161,161,1106820
2024,인천,G1303,10,10,10,84200
2024,인천,G1304,154,157,157,1592460
2024,인천,G1305,492,503,504,5229000
2024,인천,G1401,125,126,142,712690
2024,인천,G1402,338,343,399,2920690
2024,인천,G1403,2307,2349,2386,20135840
2024,인천,G1404,74,114,120,1164440
2024,인천,G1405,39,39,39,442720
2024,인천,G1501,1562,1706,1709,8802220
2024,인천,G1502,107,107,109,794420
2024,인천,G1503,62,66,73,622440
2024,인천,G1504,15,15,15,149800
2024,인천,G1601,70,70,107,559720
2024,인천,G1602,1245,1261,1813,13398170
2024,인천,G1603,69,73,73,645200
2024,인천,G1604,1052,1094,1121,11326310
2024,인천,G1605,31,31,31,358280
2024,인천,G1701,17,17,17,82840
2024,인천,G1702,99,99,99,634390
2024,인천,G1703,21,21,21,185100
2024,인천,G1801,6169,7439,7568,38835420
2024,인천,G1802,7215,7530,7608,52899650
2024,인천,G1803,110,115,152,1200140
2024,인천,G1804,833,835,835,8308580
2024,인천,G1805,56,56,56,630560
2024,인천,G1901,4994,5807,5869,28629535
2024,인천,G1902,727,1483,1484,11069080
2024,인천,G1903,33,33,33,290400
2024,인천,G1904,4,4,4,42170
2024,인천,G2001,2823,3150,3251,16270260
2024,인천,G2002,338,344,350,2551370
2024,인천,G2003,90,91,91,791350
2024,인천,G2004,31,31,31,311920
2024,인천,G2101,599057,1001251,1428761,10843095427
2024,인천,G2102,151136,209426,231322,2509889264
2024,인천,G2103,20361,27216,34006,424261470
2024,인천,G2104,439,560,686,9866080
2024,인천,G2105,573,725,960,15386460
2024,인천,G2301,429,593,593,3258120
2024,인천,G2302,96,105,105,777460
2024,인천,G2401,77927,107311,170711,830265850
2024,인천,G2402,103085,135483,177486,1242187302
2024,인천,G2403,283,338,358,3130750
2024,인천,G2404,74,77,84,878360
2024,인천,G2405,6,6,6,69500
2024,인천,G2501,58813,80748,95437,467873363
2024,인천,G2502,839,896,897,6466400
2024,인천,G2503,9,9,9,78400
2024,인천,G2504,14,15,15,152400
2024,인천,G2702,1,1,2,36480
2024,인천,G2706,30,30,30,735888
2024,인천,G3101,2649,3184,4019,25771310
2024,인천,G3102,6157,12411,15554,140425612
2024,인천,G3103,1253,2314,2867,29944970
2024,인천,G3104,472,617,673,8503460
2024,인천,G3105,58,71,72,1043950
2024,인천,G3201,10850,11370,17377,113715990
2024,인천,G3202,5623,6363,7800,71825500
2024,인천,G3203,1408,1447,2357,25520510
2024,인천,G3204,574,592,602,7440520
2024,인천,G3205,17,17,18,227480
2024,인천,G3301,14412,17757,24346,153875690
2024,인천,G3302,82138,96041,125110,1157824502
2024,인천,G3303,78546,90550,123881,1343462279
2024,인천,G3304,61753,72514,99656,1217955186
2024,인천,G3305,21567,23893,30267,404594871
2024,인천,G3401,1156,1275,1303,8560960
2024,인천,G3402,2730,3043,3066,28498350
2024,인천,G3403,264,287,288,3198760
2024,인천,G3404,54,61,61,791160
2024,인천,G3405,36,36,36,522360
2024,인천,G3501,920,1055,1089,7147840
2024,인천,G3502,5032,6179,6340,59949610
2024,인천,G3503,59941,83136,85172,936341720
2024,인천,G3504,2515,3086,3097,38299280
2024,인천,G3505,1750,2137,2163,31278310
2024,인천,G3901,233,252,267,1747930
2024,인천,G3902,226,271,320,2993770
2024,인천,G3903,299,330,495,5430040
2024,인천,G3904,599,619,714,9858080
2024,인천,G3905,733,808,943,12617430
2024,인천,G4001,46,53,55,343480
2024,인천,G4002,28,28,32,301700
2024,인천,G4003,584,911,911,10025740
2024,인천,G4004,15,15,15,188850
